Date,TR-1 KWH,TR-1 Voltage (V),TR-1 Current (A),TR-2 KWH,TR-2 Voltage (V),TR-2 Current (A),Hostel-M Block-A AC MWH,Hostel-M Block-B AC MWH,Hostel-M Block-C AC MWH,Hostel-M Block-D AC MWH,Hostel-M Block-A L&P MWH,Hostel-M Block-B L&P MWH ,Hostel-M Block-C L&P MWH,Hostel-M Block-D L&P MWH,Kitchen MWH,"Consort Labour,AGT,FRF &  AGT Crane ",STP  MWH,CONSORT BATCHING PLANT MWH,"FR-A,B,C MWH",FRD Normal MWH,FRE Normal MWH,Pump Room SS-5 MWH,FRD & FRE Lift MWH,FRD AC MWH,Total Unit Consumed in KWH,Temperature_C
28-03-2025,12727861,411,459,5251545,413,335,2166.74,2173.98,496.35,2227.78,1405.87,1411.05,1507.46,928.2,2861.19,116.63,201.2,363.56,52.12,448.91,555.4,651.99,220.92,310.01,11080,23.4
29-03-2025,12735853,412,474,5260827,415,481,2167.53,2174.93,497.33,2228.83,1406.78,1412.03,1508.46,929.16,2862.62,116.63,201.66,364.1,52.78,449.21,557.01,652.5,221.05,310.1,16020,20.8
30-03-2025,12738852,416,214,5264126,418,313,2167.78,2175.27,497.68,2229.21,1407.12,1412.42,1508.94,929.55,2863.04,116.63,201.8,364.32,52.9,449.33,557.33,652.7,221.11,310.01,5100,21.9
31-03-2025,12444061,413,275,5270034,416,257,2168.23,2175.86,498.24,2229.76,1407.74,1413.07,1509.57,930.22,2863.71,116.63,202.1,364.63,53.41,449.55,557.8,653.1,221.22,310.01,9130,23.5
01-04-2025,12749855,413,389,5275982,417,246,2168.77,2176.51,498.85,2230.41,1408.4,1413.74,1510.39,930.92,2864.42,116.63,202.42,365.03,53.87,449.8,558.18,653.48,221.33,310.01,9480,23.9
02-04-2025,12756020,414,406,5282472,418,282,2169.42,2177.3,499.63,2231.23,1409.08,1414.45,1511.14,931.65,2865.38,116.63,202.74,365.35,54.34,450.06,558.49,653.76,221.45,310.01,10460,24.1
03-04-2025,12762581,415,330,5289347,417,378,2170.21,2178.19,500.47,2232.2,1409.77,1415.16,1511.95,932.4,2866.17,116.63,203.04,365.71,54.81,450.3,558.8,654.1,221.56,310.01,11040,25.5
04-04-2025,12770536,412,468,5296843,415,237,2171.1,2179.18,501.44,2233.26,1410.45,1415.89,1512.86,933.17,2867.79,116.63,203.39,366.07,55.3,450.55,559.23,654.59,221.68,310.01,12840,26.9
05-04-2025,12780046,412,564,5306344,415,602,2172.18,2180.38,502.68,2234.48,1411.29,1416.77,1513.84,934.13,2869.76,116.63,203.82,366.53,55.9,450.87,559.65,655.11,221.83,310.01,15810,26.8
06-04-2025,12786088,408,256,5311677,412,254,2173.02,2181.25,503.62,2235.5,1411.77,1417.27,1514.47,934.68,2870.96,116.63,204.06,366.81,56.31,451.06,559.91,655.4,221.92,310.01,9600,27.9
07-04-2025,12794770,411,339,5319227,415,226,2174.11,2182.55,504.96,2236.89,1412.44,1417.96,1515.2,935.45,2872.7,116.63,204.39,367.15,56.93,451.36,560.27,655.89,222.05,310.01,13600,28.5
08-04-2025,12804395,409,442,5327544,412,210,2175.65,2183.99,506.54,2238.66,1413.11,1418.69,1516.06,936.23,2874.57,116.63,204.73,367.51,57.54,451.69,560.74,656.32,222.18,310.01,15170,29.7
09-04-2025,12814909,402,480,5336962,410,213,2177.16,2185.92,508.38,2240.65,1413.8,1419.42,1517.19,937.05,2876.26,116.63,205.09,367.86,58.3,452.04,561.33,656.74,222.3,310.01,16910,30.2
10-04-2025,12825474,412,482,5345988,412,233,2178.91,2187.98,510.26,2242.76,1414.48,1420.14,1518.17,937.86,2878.2,116.63,205.44,368.16,59.11,452.45,561.87,657.13,222.43,310.01,17430,29.5
11-04-2025,12835937,417,493,5355188,416,339,2180.49,2189.67,511.78,2245,1415.15,1420.83,1519.14,938.66,2880.09,116.63,205.8,368.53,59.96,452.88,562.36,657.58,222.56,310.01,16850,26.7
12-04-2025,12847143,410,627,5366006,411,718,2182.09,2191.24,513.5,2246.87,1415.92,1421.65,1520.18,939.61,2882.32,116.63,206.3,369.03,60.79,453.25,562.82,658.18,222.71,310.01,18510,24.7
13-04-2025,12852408,412,386,5370534,403,202,2182.78,2192.01,514.27,2247.71,1416.29,1422.08,1520.69,940.08,2883.35,116.63,206.54,369.28,61.19,453.41,563.08,658.43,222.79,310.01,8100,26.6
14-04-2025,12861330,405,366,5377726,408,175,2183.98,2193.2,515.47,2249.2,1416.83,1422.7,1521.51,940.78,2885.52,116.63,206.91,369.6,61.9,453.69,563.52,658.82,222.9,310.01,13520,28
15-04-2025,12870914,406,415,5385553,408,267,2185.42,2194.7,516.9,2250.9,1417.42,1423.34,1522.29,941.51,2887.48,116.63,207.27,369.99,62.67,454.02,564,659.18,223.03,310.01,14640,29.5
16-04-2025,12881052,405,627,5394091,403,261,2187.1,2196.46,518.59,2252.73,1418.02,1424,1523.29,942.25,2889.4,116.63,207.62,370.34,63.47,454.38,564.52,659.58,223.16,310.01,16360,30.5
17-04-2025,12891587,410,510,5402830,410,270,2189.11,2198.53,520.5,2254.7,1418.68,1424.7,1524.39,943.05,2891.44,116.63,208.01,370.7,64.4,454.8,565.17,659.97,223.3,310.02,18080,30.1
18-04-2025,12904637,406,451,5413972,407,536,2191.5,2201.04,522.9,2257.04,1419.43,1425.53,1525.67,944.05,2894.15,116.63,208.49,371.13,65.5,455.3,565.85,660.48,223.45,310.02,22410,29.7
19-04-2025,12915122,401,841,5423064,402,765,2193.54,2202.88,525.04,2259.23,1420.03,1426.21,1526.66,944.78,2896.29,116.63,208.83,371.42,66.4,455.69,566.35,660.86,223.58,310.02,17860,30.1
20-04-2025,12926023,403,793,5433562,405,687,2195.23,2203.56,526.75,2261.13,1420.68,1426.59,1527.54,945.72,2897.35,116.63,209.01,371.79,67.35,456.1,566.92,661.25,223.71,310.02,13530,31.2
21-04-2025,12936438,405,425,5440254,410,250,2197.64,2206.59,528.93,2263.37,1421.13,1427.36,1528.53,946.1,2899.57,116.63,209.49,372.05,68.19,456.44,567.5,661.61,223.81,310.02,19370,31.2
22-04-2025,12945899,398,459,5456411,396,423,2201.16,2210.14,532.55,2267.13,1422.47,1428.75,1530.57,947.65,2903.35,116.63,210.24,372.69,70.06,457.31,568.72,662.41,224.08,310.02,33770,30.2
23-04-2025,12954712,410,452,5465539,406,380,2203.03,2212.07,534.47,2269.46,1423.12,1429.44,1531.53,948.45,2905.09,116.63,210.61,373.04,71.06,457.79,569.26,662.83,224.22,310.02,17930,30
24-04-2025,12965012,405,458,5461835,403,452,2204.5,2213.21,535.01,2270.62,1423.59,1429.89,1531.99,949.01,2906.5,116.63,210.85,373.28,71.59,457.92,569.62,663.02,224.29,310.02,9850,30
25-04-2025,12974506,402,604,5473834,400,461,2205.06,2214.22,536.33,2271.41,1423.76,1430.09,1532.54,949.29,2907.07,116.63,210.97,373.32,71.98,458.23,569.78,663.24,224.35,310.02,8010,30.9
26-04-2025,12987738,409,912,5486700,410,805,2207.85,2217.02,539.2,2274.73,1424.57,1430.94,1533.9,950.34,2909.22,116.63,211.51,373.78,73.2,458.79,570.56,663.79,224.51,310.02,24770,31.4
27-04-2025,12996359,400,698,5494471,401,440,2209.52,2218.61,540.87,2276.82,1425.04,1431.42,1534.78,950.91,2910.23,116.63,211.84,374.08,74,459.19,571.01,664.04,224.62,310.02,13940,31.3
28-04-2025,13009088,406,520,5505032,408,216,2211.91,2220.86,543.14,2279.68,1425.69,1432.08,1535.83,951.68,2912.3,116.63,212.26,374.46,75.14,459.72,571.62,664.44,224.75,310.02,19890,30.6
29-04-2025,13018902,402,481,5513771,402,259,2214.01,2223.12,545.2,2281.9,1426.36,1432.78,1537.01,952.47,2913.94,116.63,212.68,374.79,76.26,460.21,572.2,664.8,224.89,310.02,18560,30.1
30-04-2025,13028364,395,713,5523323,393,513,2215.64,2225.28,547.45,2284.31,1427.02,1433.65,1538.12,953.35,2915.58,116.63,213.06,375.09,77.29,460.67,572.92,665.32,225.02,310.02,18830,30.7
01-05-2025,13038538,405,442,5532874,407,303,2217.61,2227.55,549.76,2286.77,1427.71,1434.37,1539.13,954.21,2917.44,116.63,213.46,375.45,78.38,461.15,573.54,665.67,225.16,310.02,19300,30.9
02-05-2025,13047453,413,421,5541583,415,468,2219.35,2229.48,551.75,2288.99,1428.38,1435.08,1540.02,955.02,2919.04,116.63,213.85,375.84,79.35,461.58,574.12,666.23,225.29,310.02,17740,25.6
03-05-2025,13058579,410,701,5553015,425,750,2221.22,2231.32,553.75,2291.38,1429.15,1435.9,1541.11,955.95,2920.49,116.63,214.32,376.16,80.17,461.94,574.62,666.75,225.44,310.02,18900,28.2
04-05-2025,13066785,415,626,5560691,417,653,2222.7,2232.75,555.26,2293.24,1429.63,1436.45,1541.87,956.56,2921.57,116.63,214.62,376.47,80.87,462.23,574.99,667.08,225.55,310.02,13440,28.2
05-05-2025,13076922,408,380,5569819,409,361,2224.41,2234.41,556.98,2295.32,1430.27,1437.11,1542.77,957.33,2923.08,116.63,215.01,376.84,81.69,462.59,575.47,667.52,225.67,310.02,16110,24.5
06-05-2025,13084459,412,384,5577217,414,282,2225.39,2235.54,558.15,2296.44,1430.91,1437.77,1543.72,958.07,2924.11,116.63,215.35,377.18,82.29,462.85,575.79,667.87,225.78,310.02,12500,27.3
07-05-2025,13092261,415,407,5584328,417,385,2226.59,2236.79,559.37,2297.68,1431.59,1438.5,1544.68,958.86,2925.31,116.63,215.74,377.6,83.04,463.16,576.19,668.26,225.9,310.02,13480,28.5
08-05-2025,13102775,416,365,5593560,415,309,2228.29,2238.57,561.02,2299.41,1432.24,1439.2,1545.72,959.65,2926.69,116.63,216.13,378.02,83.92,463.51,576.63,668.71,226.02,310.02,16400,28.8
09-05-2025,13112389,416,454,5601823,413,282,2229.81,2240.13,562.47,2300.93,1432.79,1439.79,1546.52,960.36,2928.49,116.63,216.46,378.38,84.69,463.85,577.15,669.04,226.11,310.02,15090,29.9
10-05-2025,13120133,413,465,5608502,411,289,2230.92,2241.34,563.82,2301.97,1433.14,1440.15,1547.22,960.81,2929.91,116.63,216.79,378.67,85.62,464.29,577.84,669.4,226.2,310.02,12290,29
11-05-2025,13127911,418,460,5615658,420,308,2232.44,2242.49,565.3,2303.01,1433.47,1440.41,1547.72,961.17,2931.54,116.63,217.14,379.09,86.61,464.7,578.41,669.75,226.32,310.02,13000,30.2
12-05-2025,13132140,412,256,5619006,415,124,2233.12,2243.1,566.09,2303.65,1433.67,1440.58,1548.08,961.4,2932.33,116.63,217.36,379.34,87.31,465.08,578.73,669.98,226.41,310.02,6670,30.6
13-05-2025,13137820,418,245,5623822,419,105,2233.94,2243.89,567.14,2304.33,1433.94,1440.83,1548.59,961.7,2933.25,116.63,217.67,379.73,88.29,465.54,579.21,670.3,226.52,310.02,8990,31.6
14-05-2025,13442470,415,243,5628853,418,167,2235.02,2245.04,568.33,2305.14,1434.24,1441.12,1549.07,962.03,2934.12,116.63,217.96,380.1,89.34,466.01,579.87,670.62,226.64,310.02,9930,31.8
15-05-2025,13152016,419,357,5634572,421,174,2236.29,2246.33,569.8,2306.14,1434.59,1441.48,1549.85,962.43,2935.33,116.63,218.26,380.48,90.5,466.52,580.58,670.99,226.75,310.02,11820,32.8
16-05-2025,13160074,416,354,5641119,415,186,2237.74,2247.82,571.58,2307.42,1434.93,1441.86,1550.5,962.9,2935.97,116.63,218.58,380.86,91.73,467.14,581.27,671.29,226.86,310.02,12460,32.8
17-05-2025,13172014,415,778,5650745,417,649,2239.73,2249.77,573.97,2309.88,1435.43,1442.35,1551.4,963.55,2937.92,116.63,218.99,381.37,93.28,467.85,582.21,671.58,226.99,310.02,18360,33.2
18-05-2025,13181341,240,736,5658206,415,458,2241.3,2251.6,575.87,2312.33,1435.79,1442.71,1552.12,964.01,2939.31,116.63,219.27,381.69,94.48,468.36,582.85,672.05,227.08,310.02,14760,33.4
19-05-2025,13198359,240,900,5671597,415,884,2244.23,2255.38,579.61,2317.21,1436.45,1443.39,1553.26,964.9,2941.76,116.63,219.69,382.12,96.45,469.1,583.82,672.52,227.21,310.02,26490,33.2
20-05-2025,13209506,421,783,5681970,421,592,2246.49,2258.43,582.48,2320.89,1436.97,1443.96,1554.13,965.56,2942.85,116.63,220.02,382.39,98,469.72,584.61,672.81,227.29,310.02,20420,33.6
21-05-2025,13224412,415,946,5695309,415,669,2249.47,2261.85,586.04,2324.99,1437.61,1444.65,1555.25,966.4,2944.47,116.63,220.46,382.84,99.81,470.48,585.57,673.19,227.39,310.02,25250,32.6
22-05-2025,13236234,417,699,5705958,417,510,2251.69,2264.96,588.81,2328.37,1438.29,1445.39,1556.45,967.24,2946.24,116.63,220.85,383.19,101.3,471.11,586.33,673.62,227.49,310.02,22240,29.5
23-05-2025,13248926,418,787,5717428,418,590,2253.78,2267.7,591.33,2331.4,1438.95,1446.1,1557.35,968.08,2947.93,116.63,221.28,383.77,102.5,471.64,586.98,673.96,227.59,310.02,20510,31.6
24-05-2025,13266766,415,1000,5733767,415,1010,2256.99,2271.61,594.93,2336.2,1439.8,1446.99,1558.57,969.14,2950.12,116.63,221.83,384.46,103.7,472.4,587.89,674.5,227.72,310.02,28780,32.4
25-05-2025,13277250,427,709,5742257,427,478,2258.88,2273.61,596.85,2338.69,1440.3,1447.56,1559.41,969.76,2951.84,116.63,222.12,384.82,105.26,472.89,588.45,674.81,227.8,310.02,17040,27.1
26-05-2025,13289667,414,760,5752594,415,597,2260.55,2275.9,598.88,2341.4,1441.01,1448.25,1560.36,970.65,2953.94,116.63,222.58,385.29,106.32,473.34,589.03,675.25,227.9,310.02,18740,30.5
27-05-2025,13302659,415,848,5763428,416,523,2262.68,2278.35,601.22,2344.57,1441.61,1448.91,1561.31,971.45,2956.11,116.63,223,385.83,107.59,473.91,589.72,675.63,228.01,310.02,20280,32.2
28-05-2025,13317362,415,903,5776099,416,673,2265.19,2281.22,604.08,2348.12,1442.3,1449.59,1562.27,972.27,2958.39,116.63,223.46,386.41,109.16,474.56,590.51,676.09,228.11,310.02,23410,33.1
29-05-2025,13330474,415,855,5787875,416,549,2267.72,2284.21,607.18,2351.78,1442.93,1450.23,1563.28,973.03,2960.48,116.63,223.83,386.86,110.07,475.3,591.36,676.51,228.23,310.02,22750,32.8
30-05-2025,13344478,419,750,5800131,419,494,2270.46,2287.47,610.17,2355.78,1443.6,1450.89,1564.29,973.83,2962.26,116.63,224.26,387.36,112.49,476.07,592.23,676.96,228.35,310.02,24810,29.9
31-05-2025,13359619,416,1012,5813469,416,995,2272.85,2290.28,612.91,2359.22,1444.4,1451.66,1565.43,974.75,2964.87,116.63,224.8,388.04,113.91,476.67,592.96,677.44,228.48,310.02,24060,30.3
01-06-2025,13367828,424,677,5819699,422,439,2274.09,2291.85,614.33,2360.84,1444.89,1452.15,1566.13,975.3,2965.98,116.63,225.08,388.31,114.77,477.04,593.4,677.72,228.56,310.02,12100,30.7
02-06-2025,13380065,415,672,5828555,415,456,2275.94,2293.98,616.5,2363.33,1445.57,1452.8,1566.91,976.06,2968.27,116.63,225.47,388.82,116.03,477.59,594.06,678.07,228.66,310.02,17630,30.4
03-06-2025,13392779,418,590,5838812,418,456,2277.92,2296.26,618.61,2365.78,1446.29,1453.52,1567.82,976.9,2970.41,116.63,226.03,389.32,117.21,478.11,594.73,678.5,228.77,310.02,18840,28
04-06-2025,13401216,425,605,5845070,424,285,2279.17,2297.84,619.93,2367.4,1446.82,1454.06,1568.54,977.53,2971.95,116.63,226.36,389.71,118.02,478.5,595.2,678.75,228.85,310.02,12570,27.4
05-06-2025,13409770,422,586,5851531,421,296,2280.36,2299.37,621.22,2368.69,1447.33,1454.58,1569.17,978.08,2973.79,116.63,226.78,390.22,118.82,478.86,595.63,679.09,228.94,310.02,12460,28.8
06-06-2025,13418507,418,526,5858270,415,448,2281.72,2301.14,622.58,2370.22,1447.83,1455.15,1569.88,978.66,2975.41,116.63,227.18,390.78,119.84,479.29,596.2,679.47,229.07,310.02,13590,30.8
07-06-2025,13425784,416,565,5863860,417,349,2282.97,2302.69,623.7,2371.55,1448.22,1455.54,1570.45,979.06,2976.53,116.63,227.48,391.19,120.72,479.72,596.72,679.76,229.16,310.02,11180,33.2
08-06-2025,13435735,418,553,5870788,419,378,2284.93,2304.74,625.22,2373.14,1448.65,1455.98,1570.89,979.53,2978.42,116.63,227.85,391.72,121.98,480.31,597.5,680.07,229.27,310.02,14780,34.8
09-06-2025,13447942,416,712,5880009,418,504,2287.55,2307.41,627.48,2375.84,1449.26,1456.49,1571.3,980.08,2980.34,116.63,228.22,392.22,123.65,481.11,598.48,680.46,229.39,310.02,19110,35.5
10-06-2025,13460495,418,810,5890235,419,744,2290.23,2310.56,630.21,2379.21,1449.51,1456.89,1571.95,980.64,2981.68,116.63,228.67,392.96,125.46,482.03,599.67,680.84,229.48,310.02,20780,35.3
11-06-2025,13472510,418,834,5899546,419,515,2292.82,2312.55,632.94,2381.25,1450.21,1457.38,1572.73,981.08,2983.94,116.63,228.91,393.38,127.3,482.76,600.58,681.19,229.62,310.02,19080,35.7
12-06-2025,13485018,415,803,5908757,414,590,2295.69,2315.24,635.13,2383.98,1450.7,1457.8,1573.36,981.59,2985.6,116.63,229.3,393.9,129.35,483.68,601.7,681.5,229.74,310.02,19850,36.2
13-06-2025,13497950,416,842,5918648,420,544,2298.5,2317.77,638.09,2386.71,1451.15,1458.22,1574.29,982.13,2987.25,116.63,229.62,394.41,131.55,484.57,602.8,681.77,229.84,310.02,20690,34.7
